,Unnamed: 0,network_v1.0.0,name_v1.0.0,func_v1.0.0,k_v1.0.0,bias_v1.0.0,numPI_v1.0.0,time_PI_v1.0.0,ks_v1.0.0,time_sym_v1.0.0,time_ks_v1.0.0,time_cov_v1.0.0,ke_v1.0.0,tss_v1.0.0,correct_v1.0.0,timeout_v1.0.0,time_sym_std_v1.0.0,ks_norm_v1.0.0,ke_norm_v1.0.0,source_v1.0.0,version_v1.0.0,network_v0.1.2,name_v0.1.2,func_v0.1.2,k_v0.1.2,bias_v0.1.2,numPI_v0.1.2,time_PI_v0.1.2,ks_v0.1.2,time_sym_v0.1.2,time_ks_v0.1.2,time_cov_v0.1.2,ke_v0.1.2,tss_v0.1.2,correct_v0.1.2,timeout_v0.1.2,time_sym_std_v0.1.2,ks_norm_v0.1.2,ke_norm_v0.1.2,source_v0.1.2,version_v0.1.2,ks_shuffle_vals
2414,2414,Signal Transduction in Fibroblasts,PI5K,00001111111111111111111111111111010111111111111111111111111111110010111111111111111111111111111101011111111111111111111111111111,7,0.9140625,6,0.0040948390960693,2.48046875,0.000734806060791,0.0001130104064941,0.0230956077575683,1.548828125,"[[['2000021', [[1, 6]], []], ['0000022', [[0, 5], [1, 6]], []]], [['2212222', [[2, 3, 4]], []], ['1022210', [], []], ['2122221', [], []]]]",True,False,0.0001172160400093,0.3543526785714285,0.2212611607142857,cc,new,Signal Transduction in Fibroblasts,PI5K,00001111111111111111111111111111010111111111111111111111111111110010111111111111111111111111111101011111111111111111111111111111,7,0.9140625,6,0.0048713684082031,,0.0306214332580566,,,1.548828125,"[[('2200000', [[0, 1, 5, 6]], [[0, 1], [2, 3]]), ('2000021', [[1, 6]], [[0, 1]])], [('2221222', [[2, 3, 4]], [[0, 2]]), ('2122221', [], [[0, 2, 3, 4, 5], [1, 6]]), ('1022210', [], [[0, 5], [1, 6], [2, 3, 4]])]]",False,False,0.0024910096762249,,0.2212611607142857,cc,v0.1.2,"[2.8703432083129883, 2.881990909576416, 2.3664987087249756, 2.4554224014282227, 2.3359761238098145, 2.3333327770233154, 3.6209027767181396, 2.1654562950134277, 2.142800807952881, 2.520738124847412, 2.8345887660980225, 3.2310707569122314]"
2415,2415,Signal Transduction in Fibroblasts,Gai,00000000000000000100010000000000110011001100110011001100110011000011000000110000001100000011000000110000001100000011000000110000,7,0.265625,13,0.0025124549865722,1.6250000000000002,0.0021438598632812,0.0001535415649414,0.0362722873687744,2.5789062499999997,"[[['0002222', [[0, 5], [2, 6]], []], ['0222212', [[0, 5]], []], ['1222122', [[0, 5]], []], ['2021122', [], []], ['0021222', [[0, 5]], []], ['2002122', [[2, 6]], []]], [['0210201', [], []], ['0122202', [], []], ['1222012', [], []]]]",True,False,0.0003574976048059,0.2321428571428571,0.3684151785714284,cc,new,Signal Transduction in Fibroblasts,Gai,00000000000000000100010000000000110011001100110011001100110011000011000000110000001100000011000000110000001100000011000000110000,7,0.265625,13,0.0022981166839599,,1.8621904373168945,,,2.5789062499999997,"[[('2002202', [[0, 2, 5, 6]], [[0, 1, 3]]), ('0021222', [[0, 2, 5, 6], [3, 4]], [[0, 1, 3], [4, 5]]), ('2222112', [[0, 5]], [[0, 1]]), ('0222212', [[0, 5]], [[0, 1]]), ('2021122', [], [[0, 2, 5, 6], [3, 4]])], [('1222012', [], [[0, 5], [1, 2, 3, 6]]), ('0122202', [], [[0, 5], [2, 3, 4, 6]]), ('0210201', [], [[0, 3, 5], [1, 4], [2, 6]])]]",False,False,0.0109063656623026,,0.3684151785714284,cc,v0.1.2,"[1.947991132736206, 1.8750791549682617, 1.8976081609725952, 1.4759920835494995, 1.9945719242095947, 2.0142605304718018, 2.0078446865081787, 2.070545196533203, 2.089207172393799, 1.7345201969146729, 2.044220209121704, 2.1276416778564453]"
2416,2416,Signal Transduction in Fibroblasts,Raf_DeP,0100010001001110,4,0.375,5,0.0001585483551025,1.25,0.0003862857818603,1.931190490722656e-05,0.0016887187957763,2.15625,"[[['0212', [[0, 1]], []], ['0220', [[0, 1]], []], ['2211', [], []]], [['1102', [[2, 3]], []], ['2201', [], []]]]",True,False,2.387778436373279e-05,0.3125,0.5390625,cc,new,Signal Transduction in Fibroblasts,Raf_DeP,0100010001001110,4,0.375,5,0.000101089477539,,0.006981611251831,,,2.15625,"[[('2020', [[0, 1]], []), ('0212', [[0, 1]], []), ('2211', [], [[0, 1], [2, 3]])], [('1102', [[2, 3]], [[0, 1]]), ('2201', [], [[0, 1]])]]",True,False,0.0008563590597727,,0.5390625,cc,v0.1.2,"[1.2708333730697632, 0.7916666865348816, 1.46875, 1.65625, 1.4322916269302368, 1.8020833730697632, 1.3958333730697632, 1.25, 1.515625, 0.875, 0.75, 1.0]"
2417,2417,Signal Transduction in Fibroblasts,Nck,0111,2,0.75,2,4.649162292480469e-05,1.5,0.0003030776977539,2.050399780273437e-05,0.0003349781036376,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.6176942171332426e-05,0.75,0.625,cc,new,Signal Transduction in Fibroblasts,Nck,0111,2,0.75,2,5.269050598144531e-05,,0.0016355991363525,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0002610645511647,,0.625,cc,v0.1.2,"[0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0]"
2418,2418,Signal Transduction in Fibroblasts,Cas,0000000000001110,4,0.1875,3,0.0001652240753173,1.6875,0.0003789901733398,1.8596649169921875e-05,0.0011441707611083,1.5208333333333337,"[[['0222', [[0, 1]], []], ['2211', [], []]], [['1102', [[2, 3]], []]]]",True,False,2.2308947604731896e-05,0.421875,0.3802083333333333,cc,new,Signal Transduction in Fibroblasts,Cas,0000000000001110,4,0.1875,3,0.0001695156097412,,0.0032974243164062,,,1.5208333333333337,"[[('2022', [[0, 1]], [[0, 1]]), ('2211', [], [[0, 1], [2, 3]])], [('1102', [[2, 3]], [[0, 1]])]]",True,False,0.0004539731814638,,0.3802083333333333,cc,v0.1.2,"[1.375, 1.6875, 0.0, 1.0729166269302368, 0.4791666567325592, 2.4375, 0.4791666567325592, 0.0, 1.0729166269302368, 0.0, 1.0729166269302368, 0.4791666567325592]"
2419,2419,Signal Transduction in Fibroblasts,Shc,00000000000000000000000000001110,5,0.09375,4,0.0004804134368896,2.484375,0.0004425525665283,2.8848648071289062e-05,0.005476951599121,1.3984375,"[[['02222', [[0, 1, 2]], []], ['22211', [], []]], [['11102', [[3, 4]], []]]]",True,False,3.368151679832628e-05,0.496875,0.2796875,cc,new,Signal Transduction in Fibroblasts,Shc,00000000000000000000000000001110,5,0.09375,4,0.0005154609680175,,0.0065449237823486,,,1.3984375,"[[('02222', [[0, 1, 2]], [[0, 1, 2]]), ('22211', [], [[0, 1, 2], [3, 4]])], [('11120', [[3, 4]], [[0, 1]])]]",True,False,0.0010903497030398,,0.2796875,cc,v0.1.2,"[1.375, 1.4453125, 1.1437499523162842, 2.3773064613342285, 1.1875, 1.5026041269302368, 2.296875, 2.5078125, 1.1437499523162842, 2.391145944595337, 0.3802083432674408, 1.6833332777023315]"
2431,2431,Signaling in Macrophage Activation,BAG4,0111,2,0.75,2,4.673004150390625e-05,1.5,0.0003201961517333,1.1444091796875e-05,0.0003058910369873,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.546379301670994e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,BAG4,0111,2,0.75,2,6.937980651855469e-05,,0.0017261505126953,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,9.185460609849532e-05,,0.625,cc,v0.1.2,"[1.5, 0.0, 1.5, 0.0, 0.0, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]"
2432,2432,Signaling in Macrophage Activation,TLR1_TLR2_TIRAP_MYD88_IRAK2_IRAK1_IRAK4_TRAF6,0001,2,0.25,2,4.3392181396484375e-05,1.5,0.0003361225128173,1.0967254638671877e-05,0.0003042221069335,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.3872110022438007e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,TLR1_TLR2_TIRAP_MYD88_IRAK2_IRAK1_IRAK4_TRAF6,0001,2,0.25,2,5.292892456054688e-05,,0.0017867088317871,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0002152953300764,,0.625,cc,v0.1.2,"[0.0, 0.0, 1.5, 0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0]"
2433,2433,Signaling in Macrophage Activation,TNFSF10_TNFSF10B,0001,2,0.25,2,4.363059997558594e-05,1.5,0.0003280162811279,1.1205673217773438e-05,0.0003256797790527,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.1333688023097316e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,TNFSF10_TNFSF10B,0001,2,0.25,2,5.340576171875e-05,,0.0018073081970214,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0001761847547716,,0.625,cc,v0.1.2,"[0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 1.5, 0.0, 1.5]"
2436,2436,Signaling in Macrophage Activation,NFKB2p100_NFKB2p100cytoplasm,0001,2,0.25,2,4.57763671875e-05,1.5,0.0003327369689941,1.1444091796875e-05,0.0003018379211425,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,2.132459274967394e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,NFKB2p100_NFKB2p100cytoplasm,0001,2,0.25,2,5.197525024414063e-05,,0.0017817497253417,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0002123118932831,,0.625,cc,v0.1.2,"[1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5, 0.0]"
2437,2437,Signaling in Macrophage Activation,DNA_Fragmentation,0111,2,0.75,2,4.291534423828125e-05,1.5,0.0003346920013427,1.621246337890625e-05,0.0005326271057128,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,2.2358222657647977e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,DNA_Fragmentation,0111,2,0.75,2,5.245208740234375e-05,,0.0017179489135742,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0001291629962231,,0.625,cc,v0.1.2,"[0.0, 0.0, 1.5, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0]"
2438,2438,Signaling in Macrophage Activation,RELAp65_NFKB1p50cytoplasm,00010011001100110011001100110011001100110011001100110011001100110011001100110011001100110011001100110011001100110011001100110011,7,0.4921875,6,0.0036923885345458,2.953125,0.2102900028228759,9.751319885253906e-05,1.5745220184326172,1.55078125,"[[['2222202', [], []], ['0000020', [], []]], [['1222212', [[0, 1, 2, 3, 4, 6]], []]]]",True,False,0.0021215261362409,0.421875,0.2215401785714285,cc,new,Signaling in Macrophage Activation,RELAp65_NFKB1p50cytoplasm,00010011001100110011001100110011001100110011001100110011001100110011001100110011001100110011001100110011001100110011001100110011,7,0.4921875,6,0.0039842128753662,,0.0420021057128906,,,1.55078125,"[[('2222202', [], [[0, 1, 2, 3, 4, 6]]), ('0000020', [], [[0, 1, 2, 3, 4, 6]])], [('1222212', [[0, 1, 2, 3, 4, 6]], [[0, 2, 3, 4], [1, 5]])]]",True,False,0.0035669814522798,,0.2215401785714285,cc,v0.1.2,"[1.710314393043518, 1.7427754402160645, 1.7756696939468384, 1.7020647525787354, 2.0303261280059814, 2.183215618133545, 1.9671123027801514, 2.0435826778411865, 1.3737629652023315, 1.5040550231933594, 2.0638604164123535, 1.7429128885269165]"
2442,2442,Signaling in Macrophage Activation,TLR4_TICAM1_TICAM2,00000001,3,0.125,3,6.961822509765625e-05,2.625,0.0004125118255615,1.3589859008789062e-05,0.001427412033081,1.25,"[[['022', [[0, 1, 2]], []]], [['111', [], []]]]",True,False,1.610510001599222e-05,0.875,0.4166666666666667,cc,new,Signaling in Macrophage Activation,TLR4_TICAM1_TICAM2,00000001,3,0.125,3,7.43865966796875e-05,,0.002088975906372,,,1.25,"[[('202', [[0, 1, 2]], [[0, 2]])], [('111', [], [[0, 1, 2]])]]",True,False,0.000142148459971,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 2.625, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125]"
2443,2443,Signaling in Macrophage Activation,CASP3gene,0111,2,0.75,2,4.601478576660156e-05,1.5,0.0003215789794921,1.1205673217773438e-05,0.0003042221069335,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.248311959120254e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,CASP3gene,0111,2,0.75,2,4.6253204345703125e-05,,0.0016036987304687,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,7.729567104678086e-05,,0.625,cc,v0.1.2,"[1.5, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0, 0.0]"
2444,2444,Signaling in Macrophage Activation,PDCD8cytoplasm,0001,2,0.25,2,4.553794860839844e-05,1.5,0.0003336906433105,1.1205673217773438e-05,0.0003035068511962,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.265605228350212e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,PDCD8cytoplasm,0001,2,0.25,2,4.553794860839844e-05,,0.0017587661743164,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0002494105131727,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 1.5]"
2446,2446,Signaling in Macrophage Activation,CASP10,0001,2,0.25,2,4.410743713378906e-05,1.5,0.0003334045410156,1.2874603271484377e-05,0.0003378391265869,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.3239939909973692e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,CASP10,0001,2,0.25,2,5.078315734863281e-05,,0.0016900539398193,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0001594512085856,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5]"
2447,2447,Signaling in Macrophage Activation,OAS1gene,0111111111111111,4,0.9375,4,0.0001595020294189,3.75,0.000595474243164,2.0742416381835938e-05,0.0128009319305419,1.1875,"[[['0000', [], []]], [['1222', [[0, 1, 2, 3]], []]]]",True,False,1.1574086340793152e-05,0.9375,0.296875,cc,new,Signaling in Macrophage Activation,OAS1gene,0111111111111111,4,0.9375,4,0.0001640319824218,,0.0036773681640625,,,1.1875,"[[('0000', [], [[0, 1, 2, 3]])], [('2122', [[0, 1, 2, 3]], [[0, 1, 3]])]]",True,False,0.0009169558838988,,0.296875,cc,v0.1.2,"[1.96875, 1.96875, 1.96875, 1.96875, 1.96875, 1.96875, 1.875, 1.875, 1.96875, 1.875, 1.96875, 1.875]"
2448,2448,Signaling in Macrophage Activation,IFNAR,0000000000000000000000000000000000000000000000000000000000000111,6,0.046875,5,0.0013589859008789,3.375,0.0006166458129882,5.960464477539063e-05,0.0410699844360351,1.2843750000000007,"[[['222200', [], []], ['022222', [[0, 1, 2, 3]], []]], [['111112', [[4, 5]], []]]]",True,False,3.26630320847241e-05,0.5625,0.2140625000000001,cc,new,Signaling in Macrophage Activation,IFNAR,0000000000000000000000000000000000000000000000000000000000000111,6,0.046875,5,0.0014588832855224,,0.0136170387268066,,,1.2843749999999998,"[[('022222', [[0, 1, 2, 3]], [[0, 1, 2, 3]]), ('222200', [], [[0, 1, 2, 3], [4, 5]])], [('111112', [[4, 5]], [[0, 1]])]]",True,False,0.0020093913603349,,0.2140624999999999,cc,v0.1.2,"[2.8909597396850586, 2.328385353088379, 2.6574032306671143, 2.4388763904571533, 3.6464285850524902, 1.1822916269302368, 1.5244791507720947, 3.0174615383148193, 1.9627604484558105, 2.8978793621063232, 1.1822916269302368, 2.3609375953674316]"
2449,2449,Signaling in Macrophage Activation,MAP3K14,01111111,3,0.875,3,8.821487426757812e-05,2.625,0.0003427028656005,1.4781951904296877e-05,0.0013675689697265,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,1.8884557579824096e-05,0.875,0.4166666666666667,cc,new,Signaling in Macrophage Activation,MAP3K14,01111111,3,0.875,3,5.7697296142578125e-05,,0.0021608352661132,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,0.000513551458781,,0.4166666666666667,cc,v0.1.2,"[2.625, 1.125, 2.625, 1.125, 1.125, 1.125, 2.625, 2.625, 2.625, 1.125, 2.625, 2.625]"
2451,2451,Signaling in Macrophage Activation,FASLG_FAS_FADD_FAF1_DAXX_CFLAR,0001,2,0.25,2,4.792213439941406e-05,1.5,0.0003289222717285,1.0967254638671877e-05,0.0003113746643066,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.2823817079991122e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,FASLG_FAS_FADD_FAF1_DAXX_CFLAR,0001,2,0.25,2,4.792213439941406e-05,,0.0017886638641357,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0002867344151521,,0.625,cc,v0.1.2,"[1.5, 0.0, 1.5, 0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 1.5, 0.0, 0.0]"
2457,2457,Signaling in Macrophage Activation,IRF5,01111111,3,0.875,3,6.985664367675781e-05,2.625,0.0004026412963867,1.33514404296875e-05,0.0014235973358154,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,2.3062558326079655e-05,0.875,0.4166666666666667,cc,new,Signaling in Macrophage Activation,IRF5,01111111,3,0.875,3,8.368492126464844e-05,,0.0025300979614257,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,0.0004656796911417,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 2.625, 2.625, 1.125, 1.125, 1.125, 1.125, 2.625, 2.625, 2.625]"
2460,2460,Signaling in Macrophage Activation,NFKB2p100_RELB_Ub,0001,2,0.25,2,5.316734313964844e-05,1.5,0.000310468673706,1.4781951904296877e-05,0.0005209445953369,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.806036080399099e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,NFKB2p100_RELB_Ub,0001,2,0.25,2,5.602836608886719e-05,,0.0018822193145751,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0001879515583959,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 0.0, 1.5, 1.5, 1.5, 1.5, 0.0, 0.0, 1.5, 0.0]"
2462,2462,Signaling in Macrophage Activation,PDCD8_HSPA1A,0001,2,0.25,2,5.316734313964844e-05,1.5,0.0003175258636474,1.049041748046875e-05,0.0002963542938232,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,2.012139809857249e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,PDCD8_HSPA1A,0001,2,0.25,2,5.555152893066406e-05,,0.0017472267150878,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0001569213492311,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 1.5, 0.0, 0.0, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]"
2467,2467,Signaling in Macrophage Activation,TNF_TNFRSF1B_TRAF2,0001,2,0.25,2,4.410743713378906e-05,1.5,0.0003339767456054,1.1205673217773438e-05,0.0003087520599365,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.838539640206124e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,TNF_TNFRSF1B_TRAF2,0001,2,0.25,2,5.364418029785156e-05,,0.0017732620239257,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0001609107885848,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0]"
2469,2469,Signaling in Macrophage Activation,G1P2gene,00110011001100110111011111111111001100110011001101110111111111110011001100110011011101111111111100110011001100110111011111111111001100110011001101110111111111110011001100110011011101111111111100110011001100110111011111111111001100110011001101110111111111110011001100110011011101111111111100110011001100110111011111111111001100110011001101110111111111110011111100111111011111111111111100110011001100110111011111111111001111110011111101111111111111110011001100110011011101111111111100111111001111110111111111111111,9,0.716796875,8,0.0314221382141113,1.3740234375000004,0.4769176959991455,0.0003361701965332,0.0811004638671875,2.1494466145833373,"[[['200220200', [], []], ['200202202', [], []], ['022220200', [[0, 3, 6]], []], ['022202202', [[0, 3, 6]], []]], [['222211222', [[5, 8]], []], ['112122122', [[1, 2]], []], ['222222212', [], []]]]",True,False,0.0029015590891799,0.1526692708333333,0.2388274016203708,cc,new,Signaling in Macrophage Activation,G1P2gene,00110011001100110111011111111111001100110011001101110111111111110011001100110011011101111111111100110011001100110111011111111111001100110011001101110111111111110011001100110011011101111111111100110011001100110111011111111111001100110011001101110111111111110011001100110011011101111111111100110011001100110111011111111111001100110011001101110111111111110011111100111111011111111111111100110011001100110111011111111111001111110011111101111111111111110011001100110011011101111111111100111111001111110111111111111111,9,0.716796875,8,0.0324149131774902,,0.3066267490386963,,,2.149446614583338,"[[('222202002', [[0, 3, 6]], [[0, 1, 2]]), ('222220000', [[0, 3, 6]], [[0, 1]]), ('222220000', [[1, 2, 4, 5, 6, 8]], [[0, 1], [2, 3, 4, 5]]), ('222020200', [[1, 2, 3, 4, 5, 8]], [[0, 2, 4], [1, 3, 5]]), ('200202202', [[0, 1, 2, 4, 5, 8]], [[0, 2, 4, 5], [1, 3]]), ('200220200', [], [[0, 3, 4, 6], [1, 2, 5, 7, 8]])], [('121122122', [[1, 2]], []), ('222211222', [[5, 8]], [[0, 1]]), ('222222212', [], [[0, 1, 2, 3, 4, 5, 6, 8]])]]",False,False,0.0043717021177749,,0.2388274016203709,cc,v0.1.2,"[2.1788947582244873, 2.2162110805511475, 2.077112913131714, 2.25006365776062, 2.3265180587768555, 2.185173988342285, 2.0877561569213867, 2.206733465194702, nan, 2.3340208530426025, 2.302716016769409, 2.054903030395508]"
2473,2473,Signaling in Macrophage Activation,NFKB2p52_NFKB2p52cytoplasm,0001,2,0.25,2,4.315376281738281e-05,1.5,0.0003325462341308,1.1444091796875e-05,0.0003066062927246,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,2.40580295491498e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,NFKB2p52_NFKB2p52cytoplasm,0001,2,0.25,2,5.245208740234375e-05,,0.0017426490783691,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,7.137527569186933e-05,,0.625,cc,v0.1.2,"[0.0, 0.0, 1.5, 1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 0.0, 1.5]"
2477,2477,Signaling in Macrophage Activation,ENDOGcytoplasm,0001,2,0.25,2,4.148483276367188e-05,1.5,0.0003247737884521,1.1205673217773438e-05,0.0003101825714111,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.6963879821195747e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,ENDOGcytoplasm,0001,2,0.25,2,5.4836273193359375e-05,,0.0018038749694824,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0001640029399134,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 1.5, 0.0, 1.5, 1.5, 1.5, 0.0, 0.0, 0.0, 0.0]"
2478,2478,Signaling in Macrophage Activation,TLR9_MYD88_IRAK1_IRAK4,0000000000000001,4,0.0625,4,0.0001552104949951,3.75,0.0005952358245849,2.050399780273437e-05,0.0122168064117431,1.1875,"[[['0222', [[0, 1, 2, 3]], []]], [['1111', [], []]]]",True,False,5.002474059831007e-06,0.9375,0.296875,cc,new,Signaling in Macrophage Activation,TLR9_MYD88_IRAK1_IRAK4,0000000000000001,4,0.0625,4,0.0001826286315917,,0.0033263206481933,,,1.1875,"[[('2220', [[0, 1, 2, 3]], [[1, 2, 3]])], [('1111', [], [[0, 1, 2, 3]])]]",True,False,0.0002062219330605,,0.296875,cc,v0.1.2,"[1.875, 1.875, 1.96875, 1.875, 1.96875, 1.875, 1.875, 1.96875, 1.875, 1.96875, 1.96875, 1.96875]"
2480,2480,Signaling in Macrophage Activation,TLR5_TLR5,0001,2,0.25,2,4.935264587402344e-05,1.5,0.0003028392791748,1.0728836059570312e-05,0.000295877456665,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.524044961319315e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,TLR5_TLR5,0001,2,0.25,2,5.292892456054688e-05,,0.0018215179443359,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0002539956723839,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 1.5]"
2481,2481,Signaling in Macrophage Activation,BCL3_NFKB2p52_NFKB2p52,0001,2,0.25,2,4.148483276367188e-05,1.5,0.000339651107788,1.5497207641601562e-05,0.0005204677581787,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,3.2442663054182955e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,BCL3_NFKB2p52_NFKB2p52,0001,2,0.25,2,5.197525024414063e-05,,0.0016304969787597,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,1.017173128202315e-05,,0.625,cc,v0.1.2,"[1.5, 1.5, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0]"
2482,2482,Signaling in Macrophage Activation,TLR3_TICAM1_TICAM2_RIPK1,0001,2,0.25,2,4.839897155761719e-05,1.5,0.0003304958343505,1.52587890625e-05,0.0005476474761962,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.5714949692757912e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,TLR3_TICAM1_TICAM2_RIPK1,0001,2,0.25,2,5.221366882324219e-05,,0.0016403675079345,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,7.296387624590566e-06,,0.625,cc,v0.1.2,"[0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0]"
2483,2483,Signaling in Macrophage Activation,EIF2AK2_PRKRA,0001,2,0.25,2,4.792213439941406e-05,1.5,0.0003159046173095,1.52587890625e-05,0.000568151473999,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,1.9011994420683644e-05,0.75,0.625,cc,new,Signaling in Macrophage Activation,EIF2AK2_PRKRA,0001,2,0.25,2,5.292892456054688e-05,,0.0016297817230224,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,6.285212993328638e-06,,0.625,cc,v0.1.2,"[1.5, 1.5, 0.0, 0.0, 1.5, 1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 1.5]"
